Koordinaten;Name;Link;Beschreibung
POINT (-73.9712488 40.7830603);GAG92: Die Geschichte der Typhoid Mary;https://www.geschichte.fm/podcast/zs92/;"Wir springen in dieser Episode ins frühe 20. Jahrhundert. Ort ist New York City, und Fokus unserer Geschichte sind die Köchin Mary Mallon und zahlreiche Typhuserkrankungen. Es geht um Bakteriologie, zweifelhafte Methoden einer Gesundheitsbehörde und eine Frau, die schlussendlich wohl zur falschen Zeit am falschen Ort war. Vielen Dank an Jakob Riedl, der nicht nur Hinweisgeber für diese Geschichte war, sondern auch gleich mit medizinischem Fachwissen als Experte fungiert hat. Die in der Episode angesprochene und auch fürs Episodenbild verwendete Karikatur ist diese hier: https://commons.wikimedia.org/wiki/File:Mallon-Mary_01.jpg Das erwähnte und vielfach für diese Episode herangezogene Buch über Mary Mallon ist von Judith Walzer Leavitt und heißt &#8222;Typhoid Mary &#8211; Captive to the Public’s Health&#8220; ."
POINT (12.0649466 47.4856098);GAG87: Die Einführung von Freigeld und das Wunder von Wörgl;https://www.geschichte.fm/podcast/zs87/;"Wir springen zurück in die 1930er Jahre und beschäftigen uns mit einem Währungsexperiment, das nationale und internationale Aufmerksamkeit erregte und das bald als Wunder von Wörgl bezeichnet wurde. Während der Wirtschaftskrise und der staatlichen Deflationspolitik versuchte der &#8222;Zufallsbürgermeister&#8220; Michael Unterguggenberger mit der Einführung von Freigeld/Schwundgeld nach Silvio Gesell, die wirtschaftliche und finanzielle Notlage zu bekämpfen. Vielen Dank an Josef Nußbaumer, Professor an der Uni Innsbruck am Institut für Wirtschaftstheorie, -politik und -geschichte, der uns als Experte für das Thema unterstützt hat. Vorder- und Rückseite des Wörgler Freigeldes:"
POINT (151.2532411 -33.8517085);GAG85: Ein Arm ein Hai ein Kriminalfall;https://www.geschichte.fm/podcast/zs85/;alfall Wir springen für diese Geschichte in die 1930er Jahre Australiens. Ein vor der Küste Sydneys gefangener Hai birgt ein Geheimnis, das einen der noch immer bekanntesten Kriminalfälle Australiens auslösen wird. Das Coverbild der Episode ist aus einem illustrierten Band romantischer Gedichte aus dem 19. Jh, hat, abgesehen vom abgebildeten Hai, nichts mit der Episode zu tun, ist aber hübsch.
POINT (-93.3247802 44.8806577);GAG82: Victor Gruen und die Erfindung des Einkaufszentrums;https://www.geschichte.fm/podcast/zs82/;"Wir beschäftigen uns in dieser Folge mit einem der erfolgreichsten Architekten des 20. Jahrhunderts und seiner bewegten Biographie: Victor Gruen. Er gilt nicht nur als Erfinder der modernen Einkaufszentren, sondern auch als Pionier der innerstädtischen Fußgängerzonen. Unglücklich über die fortschreitende Kommerzialisierung und die Entwicklung der &#8222;Supereinkaufsmaschinen&#8220; versucht er in den 1970er-Jahren die Städte vom &#8222;Terror der Automobile&#8220; zu befreien. Vielen Dank an den wunderbaren Lothar Bodingbauer, der uns wieder als Sprecher zur Verfügung stand! Das Southdale Center in Minnesota war das erste geschlossen gebaute Einkaufszentrum. Es wurde 1956 eröffnet."
POINT (-128.0407193 -42.8945721);GAG78: Eine kurze Geschichte der Sommerzeit;https://www.geschichte.fm/podcast/zs78/;Jedes Jahr im März stellen wir die Uhr um eine Stunde vor – und im Oktober wieder zurück. Aber die Sommerzeit gibt es nicht schon immer. In dieser Episode sprechen wir über die erstmalige Einführung der Sommerzeit und wie es dazu kam, dass sich die Umstellung der Uhren in vielen Ländern der Welt inzwischen durchgesetzt hat. Ein besonderer Dank geht diesmal an @felixschmidt90, der über die Standardisierung der Zeit promoviert und seine Masterarbeit (Die Einführung der Sommerzeit im Ersten Weltkrieg. Alltagserfahrungen mit der Zeitumstellung in Deutschland 1916–1918) für die Vorbereitung zur Verfügung gestellt hat. Das Outro ist eigentlich ein Intro! Wer es ist nicht erkannt hat: Es stammt vom wunderbaren Podcast ABCoholics. Dort war Daniel in Folge W zu Gast und hat etwas über Waterloo-Zähne erzählt – und Richard hat in Zeitsprung-Manier zum Intro beigetragen.
POINT (128.4008357 2.3656672);GAG76: Holdouts – Japans vergessene Soldaten;https://www.geschichte.fm/podcast/zs76/;"Mit dem Ende des 2. Weltkriegs ziehen sich etliche japanische Soldaten in den Dschungel oder auf Inseln zurück. Statt nach Japan zurückzukehren, überleben einige von ihnen dort bis Mitte der 1970er Jahre – einsam und ohne jegliche medizinische Versorgung. Die letzten Holdouts kehren erst mehr als 25 Jahre nach Kriegsende zurück. Wie ist das möglich, was waren ihre Motive und inwiefern handelt es sich um ein spezifisch japanisches Phänomen?  Für die Beantwortung dieser Fragen haben wir diesmal einen Experten dabei: Yoshikuni Igarashi ist Geschichtsprofessor an der Vanderbilt University in Nashville (TN) und er beschäftigt sich schon lange mit den japanischen Holdouts. Er hat das Buch &#8222;Homecomings. The Belated Return of Japan&#8217;s Lost Soldiers&#8220; geschrieben und erklärt uns, wie es dazu kam."
POINT (2.3402057 48.8631637);GAG74: Die Bonnot-Bande und die Erfindung des Fluchtautos;https://www.geschichte.fm/podcast/zs74/;Wir springen etwa 100 Jahre zurück, zum Höhepunkt der anarchistischen Bewegung in Europa: Durch zahlreiche Anschläge, Attentate und Überfälle verbreiten Anarchisten seit den 1870er Jahren Angst und Schrecken. Wir beschäftigen uns diesmal mit einer anarchistischen Gruppe, der Bonnot-Bande, die für einige Monate 1911/1912 Paris in Atem hält und zum ersten Mal ein Auto als Fluchtfahrzeug verwendet.
POINT (-71.2657418 42.3569864);GAG69: Die Boston Melasse Katastrophe;https://www.geschichte.fm/podcast/zs69/;"Wir springen in dieser Episode ins Boston des frühen 20. Jahrhunderts. Dort ereignet sich eine Katastrophe, die auf den ersten Blick amüsant wirken mag, auf den zweiten Blick allerdings dann schon nicht mehr so sehr. Wir sprechen darüber, wie es zu der Katastrophe kommen konnte, und was danach geschah. Das in der Episode erwähnte Buch heißt &#8222;Dark Tide&#8220;, verfasst von Stephen Puleo. Hier ist ein Bild des Zeitsprung-Maskottchens, das uns per Post erreicht hat und künftigen Aufnahmen beiwohnen wird. Vielen Dank an unsere Hörerin @Delanji!  Wer uns unterstützen möchte: Wir freuen uns, wenn ihr den Podcast bei iTunes rezensiert, mit Sternen bewertet und euren Freundinnen und Freunden von Zeitsprung erzählt!"
POINT (0.1490007 52.1739465);GAG64: Paul Dirac und die Schönheit der Mathematik;https://www.geschichte.fm/podcast/zs64/;"Wir beschäftigen uns in dieser Episode mit der Geschichte der Quantenphysik und sprechen über Paul Dirac (1902–1984), der in nur 8 Jahren so ziemlich alles erreichte, was ein Physiker so erreichen kann: Er wurde mit 27 Jahren zum Fellow der Royal Society gewählt, hatte mit &#8222;The Principles of Quantum Mechanics&#8220; ein Werk verfasst, das heute noch als Standardwerk gilt und von dem es heißt, dass es Einstein selbst in den Ferien bei sich trug und mit 29 bekam er den Lucasischen Lehrstuhl, den bereits Isaac Newton innehatte. Und 1933 erhielt er gemeinsam mit Erwin Schrödinger den Physik‐Nobelpreis für &#8222;die Entdeckung neuer und wichtiger Versionen der Atomtheorie&#8220;. Der Fokus liegt in der Folge bei der Dirac-Gleichung und der Frage nach Schönheit in der Mathematik. Und weil wir uns beide nicht auskennen, haben wir uns zwei Experten dazugeholt: Stefan Haslinger, der den Podcast Aufa Uff Code und das Podcast Community-Projekt Panoptikum macht. Außerdem ist Sebastian Ritterbusch mit dabei, bekannt vom wunderbaren Modellansatz-Podcast und neuerdings vom Neues Terrain-Podcast. Vielen Dank an euch! Der kurze Ausschnitt aus dem Vortrag stammt von Graham Farmelo, der eine sehr lesenswerte Biographie über Dirac geschrieben hat: »The Strangest Man: The Hidden Life of Paul Dirac, Quantum Genius«."
POINT (-90.0489801 35.1495343);GAG56: Piggly Wiggly und die Geschichte des Supermarkts;https://www.geschichte.fm/podcast/zs56/;Wir springen wieder 100 Jahre zurück und beschäftigen uns diesmal mit den ersten Selbstbedienungssupermärkten der Welt. Der Lebensmittelhändler Clarence Saunders eröffnete 1916 in Memphis, Tennessee, ein kleines Geschäft unter dem Namen Piggly Wiggly. Er stellte seinen Kunden als erster Einkaufskörbe zur Verfügung und etablierte eine Technik, die uns heute selbstverständlich erscheint: Drehkreuze bzw. Vereinzelungsanlagen.  Wer mehr über das Thema erfahren möchte: Stefan Höhne, Vereinzelungsanlagen. Die Genese des Drehkreuzes aus dem Geist automatischer Kontrolle, in: TG Technikgeschichte, S. 103–124.
POINT (16.3490997 48.2077168);GAG55: Der letzte Kammerdiener des alten Kaisers;https://www.geschichte.fm/podcast/zs55/;Am 21. November jährt sich der Todestag Franz Josephs I. zum 100. mal. Aus diesem Grund springen wir also in diesem Zeitsprung 100 Jahre und mehr zurück, und sprechen über Franz Joseph. Allerdings aus einer ganz speziellen Sicht, nämlich jener seines letzten Kammerdieners Eugen Ketterl.
POINT (13.735233 51.028325);GAG54: Die erste Rektorin einer deutschen Universität;https://www.geschichte.fm/podcast/zs54/;Wir beschäftigen uns wieder mit der deutschen Nachkriegsgeschichte: In dieser Episode sprechen wir über das Leben von Lieselott Herforth. Die Physikerin und Politikerin war zwischen 1965 und 1968 die erste deutsche Universitätsrektorin. Ihren 100. Geburtstag, den sie im September 2016 gefeiert hätte, haben wir mit der Folge knapp verpasst.  Das erwähnte Buch über Lieselott Herforth von Waltraud Voss ist 2016 im transcript-Verlag erschienen:
POINT (13.403352 52.5424);GAG53: Ein Verrat und ein langer Strich auf der Berliner Mauer;https://www.geschichte.fm/podcast/zs53/;"Wir springen in die 1980er Jahre und beschäftigen uns zum ersten Mal mit der Geschichte der DDR. Dazu haben wir uns diesmal wieder einen Gast eingeladen: Martin Fischer, der den wunderbaren Podcast &#8222;Staatsbürgerkunde. Vom Leben in der DDR&#8220; macht, erzählt von einem folgenschweren Verrat unter zwei Brüdern und einer außergewöhnlichen Kunstaktion an der Berliner Mauer. Die Einspieler stammen aus dem Dokumentarfilm &#8222;Striche ziehen&#8222;, in dem die Geschichte erzählt wird und die wir freundlicherweise verwenden durften. Leider ist der Film noch nicht im Verleih."
POINT (16.4380878 48.6081256);GAG45: Zwentendorf – Das sicherste Kernkraftwerk der Welt;https://www.geschichte.fm/podcast/zs45/;In den 1970er Jahren soll in Österreich, nur 40 Kilometer Luftlinie von Wien entfernt, das erste österreichische Kernkraftwerk in Betrieb gehen. Der Bau ist fertiggestellt, die Brennstäbe sind geliefert, doch die erste (und unglaublich knappe) Volksabstimmung der 2. Republik und die sich formierende Umweltbewegung machen dem Kanzler Kreisky einen Strich durch die Rechnung.
POINT (16.3855348 48.2129216);GAG43: Josef Eisemann, Seiltänzer in Wien;https://www.geschichte.fm/podcast/zs43/;Wir springen in diesem Zeitsprung in die Nachkriegszeit, der Ort des Geschehens ist Wien. Es geht in dieser (fast vergessenen) Geschichte um Josef Eisemann, Seiltänzer and tragische Sensation des Sommers 1949. Der ungefähre Ort des Seils über den Donaukanal:  Link zum PDF des Artikels zu Josef Eisemann von Mmag. Dr. Peter Payer und hier zum Wien-Wiki-Eintrag.
POINT (-122.6029231 45.5381788);GAG42: The City of Roses – Ein Rosengarten für Portland;https://www.geschichte.fm/podcast/zs42/;"Portland ist für seine bunte Musik- und Kunstszene bekannt, für eine hohe Hipster- und Kaffeebrauerdichte. Die Stadt selbst schmückt sich gern mit Rosen und mit einem besonders prächtigen – und für amerikanische Verhältnisse – uralten Rosengarten, den &#8222;International Rose Test Garden&#8220;. Heute kann man dort an tausenden Rosenbüschen schnuppern und neuen Sorten beim Wachsen zuschauen. Angelegt wurde der Garten 1917, mitten im 1. Weltkrieg, als &#8222;Safe Haven&#8220; für europäische Rosenzüchtungen.  Der &#8222;International Rose Test Garden&#8220; in Portland. Der Garten wurde 1917 angelegt, zum Schutz für europäische Rosen."
POINT (16.3600504 48.2131855);GAG41: Der Wiener Kreis und die Ermordung von Moritz Schlick;https://www.geschichte.fm/podcast/zs41/;Am 22. Juni 1936 wird Moritz Schlick, einer der Protagonisten des Wiener Kreises, auf dem Weg zu seiner Vorlesung von einem ehemaligen Doktoranden ermordet. In diesem Zeitsprung beschäftigen wir uns mit den Positionen des Neopositivismus, einer der einflussreichsten wissenschaftlichen Strömung des 20. Jahrhunderts, und den (politischen) Umständen, die zum Ende des Wiener Kreises führten. Ein großer Dank geht an Lothar Bodingbauer, der uns als Sprecher einiger Quellen zur Verfügung stand. Er macht die sehr hörenswerten Podcasts Die Physikalische Soiree, The Macher Report, Lob und Tadel und Bienengespräche.
POINT (24.96676 45.943161);GAG39: Die Legion Erzengel Michael und Corneliu Codreanu;https://www.geschichte.fm/podcast/zs39/;Wir springen in das Groß-Rumänien der Zwischenkriegszeit: Unter Corneliu Zelea Codreanu entstand mit der Legionärsbewegung die drittgrößte faschistische Bewegung Europas. Im Gegensatz zu anderen Faschisten setzte der »Căpitanul« genannte Parteiführer nicht auf mitreißende Reden, sondern auf Schweigen. So kommt es, dass nur ein einziges Tondokument von ihm erhalten ist.
POINT (-110.7765118 -37.7499283);GAG36: Eine sehr kurze Geschichte des Deodorants;https://www.geschichte.fm/podcast/zs36/;"Duftende und wohlriechende Menschen wohin man geht, das gab&#8217;s nicht immer. Das gibt es zwar auch heute nicht überall, aber in diesem Zeitsprung sprechen wir darüber, wie neue Werbungs- und Marketingstrategien uns Anfang des 20. Jahrhunderts dazu brachten, Deodorant als etwas Unersetzliches anzusehen.  Odd Ads: Odorono Deodorant, 1939 https://t.co/xW0w2Jud6F pic.twitter.com/z6gcwx7IUk &mdash; History by Zim (@historybyzim) 7. Januar 2016"
POINT (9.2559325 48.4338176);GAG33: Curta – eine Rechenmaschine und ihre Geschichte;https://www.geschichte.fm/podcast/zs33/;In dieser Woche widmen wir uns der Geschichte einer mechanischen Rechenmaschine und dem bewegten Schicksal ihres Erfinders: Der Wiener Curt Herzstark entwarf die Curta in den 1930er Jahren und beendete die Pläne im KZ Buchenwald, ehe die kleinste serienmäßig produzierte Vier-Spezies-Rechenmaschine der Welt in Liechtenstein ab 1947 hergestellt wurde.
POINT (5.426372 49.293696);GAG32: Henry Gunther;https://www.geschichte.fm/podcast/zs32/;Wir springen diese Woche nicht weit zurück: Wir starten im Jahr 1895 mit der Geburt eines Mannes namens Henry Gunther und begleiten sein Leben einige Zeit. Was es mit Henry Gunther genau auf sich hat, sei hier jedoch noch nicht verraten.
POINT (13.2394987 52.5146971);GAG31: Blitzkrieg im Fußballstadion;https://www.geschichte.fm/podcast/zs31/;"Wir springen diesmal in die Zeit des Nationalsozialismus und widmen uns der Geschichte des Fußballs. Es geht um einen Fußballsystemstreit zwischen Sepp Herberger und Karl Oberhuber hinter dem deutlich mehr steckt als reine Fußballtaktik. Dabei streifen wir einige zentrale Themen der Fußballgeschichte, wie das Pyramidensystem und das WM-System, die Abseitsregel oder das Finale der Deutschen Meisterschaft 1941 zwischen Schalke 04 und Rapid Wien.  Ein besonderer Dank geht für diese Episode an Tobias Escher! Er steht uns als Taktikexperte zur Verfügung und erklärt uns die unterschiedlichen Spielweisen. Neben seinen Analysen auf Spielverlagerung hat er auch ein Buch zur Geschichte von Fußballtaktik geschrieben, in dem der Fußballsystemstreit ebenfalls Thema ist: »Vom Libero zur Doppelsechs. Eine Taktikgeschichte des deutschen Fußballs«. Wer mehr über Fußballtaktik wissen möchte, sollte beim epischen Tribünengespräch mit Tobias im Rasenfunk reinhören.  Und noch ein letzter Hinweis: Zum Spielsystemstreit hat Markwart Herzog das Buch »&#8222;Blitzkrieg&#8220; im Fußballstadion« geschrieben."
